latitude,longitude,elevation,slope,rainfall_24h,rainfall_72h,rainfall_intensity,soil_moisture,satellite_indicator,historical_landslide_occurrence,latent_risk_score,risk_level,risk_category,region_state
25.60842,91.89114,2158.1,41.88,0.53,7.7,0.03,27.86,32.78,78.06,29.83,0,low,Meghalaya
31.1018,77.21092,2207.5,43.91,3.69,24.65,0.23,44.83,32.0,91.82,34.43,0,low,Himachal Pradesh
25.78314,94.00931,1534.6,41.53,45.95,98.1,5.95,74.04,52.63,92.22,53.17,1,moderate,Nagaland
27.20591,93.55426,1044.1,40.66,37.25,79.57,4.04,58.3,36.91,61.47,44.66,1,moderate,Arunachal Pradesh
31.15715,77.15737,2007.4,53.02,57.94,120.2,8.57,75.0,34.52,84.61,65.63,2,high,Himachal Pradesh
27.14667,88.32513,2010.5,29.81,189.55,526.1,88.98,95.06,96.45,71.8,100.0,3,critical,West Bengal
24.7448,94.14582,755.2,39.95,17.56,58.6,1.84,62.23,37.31,97.56,41.7,1,moderate,Manipur
30.69293,79.12027,3528.0,38.2,236.62,624.21,53.74,82.0,81.97,100.0,100.0,3,critical,Uttarakhand
27.02343,93.61379,801.4,23.34,1.86,4.81,0.1,20.41,31.85,61.44,16.92,0,low,Arunachal Pradesh
24.68928,93.93077,713.5,35.88,110.02,318.85,27.49,95.0,79.26,80.62,86.97,3,critical,Manipur
23.37948,93.20243,1418.5,49.26,129.28,276.34,13.8,74.04,76.3,62.36,79.37,2,high,Mizoram
30.77565,79.02083,3572.8,42.67,2.96,11.17,0.13,24.5,31.11,99.36,30.89,0,low,Uttarakhand
25.58243,91.89436,1802.4,46.99,0.94,13.37,0.07,32.14,21.61,84.07,28.56,0,low,Meghalaya
23.45592,93.48383,1739.0,41.68,257.35,579.91,120.49,93.2,92.45,91.2,100.0,3,critical,Mizoram
31.07425,77.21312,2076.2,54.93,0.92,57.06,0.08,31.28,30.51,78.33,38.88,0,low,Himachal Pradesh
11.75227,76.16057,807.9,51.97,160.08,462.68,30.08,96.03,75.0,100.0,100.0,3,critical,Kerala
31.05075,77.21722,2230.8,56.68,40.8,110.01,3.14,54.95,42.72,82.04,56.57,1,moderate,Himachal Pradesh
31.05797,77.04306,2169.9,57.53,152.48,389.8,27.97,65.0,77.62,84.07,95.73,3,critical,Himachal Pradesh
31.11202,77.25234,2226.6,61.36,121.0,283.78,20.49,74.47,70.34,84.7,90.87,3,critical,Himachal Pradesh
31.10847,77.19993,2285.4,64.05,8.48,22.74,0.36,28.62,25.91,83.47,42.92,1,moderate,Himachal Pradesh
25.58617,91.85576,1984.3,38.81,3.51,22.45,0.27,31.51,29.79,85.94,30.9,0,low,Meghalaya
24.93059,93.85821,403.6,34.71,263.56,691.15,44.45,86.07,89.15,72.33,100.0,3,critical,Manipur
11.71435,76.2673,874.1,53.41,13.43,20.82,0.99,38.13,18.45,100.0,38.85,0,low,Kerala
27.10171,93.53437,967.1,29.85,112.97,293.31,27.49,86.12,74.02,50.11,81.17,3,critical,Arunachal Pradesh
26.27708,91.60041,172.2,37.27,20.0,27.57,1.32,35.8,9.01,62.51,31.38,0,low,Assam
27.05646,88.30641,1681.7,42.37,189.63,415.01,19.47,95.0,78.64,77.07,100.0,3,critical,West Bengal
11.76789,76.10288,1176.9,59.06,5.14,5.87,0.38,24.41,24.09,100.0,36.33,0,low,Kerala
23.47265,92.96275,1566.5,46.68,47.78,134.4,7.37,60.39,58.09,64.8,53.22,1,moderate,Mizoram
27.19501,93.87113,619.0,38.74,180.93,343.99,18.65,73.86,82.55,56.95,85.77,3,critical,Arunachal Pradesh
25.77857,94.06918,1599.5,47.99,137.06,350.57,14.0,87.75,77.55,86.94,92.38,3,critical,Nagaland
24.80249,94.00655,765.4,24.38,8.02,11.56,0.58,20.25,26.39,94.03,18.5,0,low,Manipur
26.23509,91.86299,309.5,46.54,37.5,74.05,3.13,63.92,33.12,67.13,47.13,1,moderate,Assam
25.40514,91.86359,1613.6,46.42,19.93,102.46,2.0,62.79,40.27,89.08,49.49,1,moderate,Meghalaya
26.25412,91.62981,50.0,28.76,44.06,126.22,2.89,48.81,51.41,57.98,39.2,0,low,Assam
25.59308,94.01969,1497.9,46.62,204.42,477.3,70.9,87.58,95.81,87.16,100.0,3,critical,Nagaland
27.13022,93.69354,1037.2,31.72,54.92,118.35,5.95,53.5,45.18,49.04,44.54,1,moderate,Arunachal Pradesh
27.05033,88.42018,1848.0,39.21,18.72,32.19,1.14,27.82,33.74,67.31,28.13,0,low,West Bengal
25.65825,94.13831,1320.6,56.35,100.88,245.94,10.09,72.18,66.95,70.21,71.79,2,high,Nagaland
25.54179,91.79107,2055.0,41.61,78.61,141.25,6.67,61.86,48.55,77.09,56.39,1,moderate,Meghalaya
25.63816,91.74355,2147.7,59.85,1.27,5.09,0.07,37.71,28.94,74.43,41.47,1,moderate,Meghalaya
25.49191,91.96327,1711.0,30.04,0.48,23.16,0.03,30.25,29.25,86.09,26.51,0,low,Meghalaya
27.04671,88.23467,2045.9,46.18,6.22,20.45,0.27,28.43,31.51,72.79,31.76,0,low,West Bengal
23.37122,93.37655,1879.9,47.24,69.53,138.37,5.36,46.54,32.0,57.63,49.24,1,moderate,Mizoram
11.77406,75.90718,1085.7,44.35,227.65,566.56,48.29,89.36,95.88,82.4,100.0,3,critical,Kerala
11.79932,76.01938,1118.3,47.07,26.11,77.59,2.27,67.19,41.09,92.7,50.56,1,moderate,Kerala
25.68408,94.17935,1395.4,38.73,117.33,311.2,20.02,84.04,66.29,83.74,83.89,3,critical,Nagaland
25.68196,94.06044,1287.3,49.92,21.49,102.88,3.03,48.88,34.12,77.34,39.53,0,low,Nagaland
11.65651,76.12558,871.1,61.47,10.1,33.38,0.73,50.0,32.15,90.68,40.35,1,moderate,Kerala
25.59873,91.74698,2045.7,47.48,183.09,458.82,37.92,82.25,75.99,77.96,100.0,3,critical,Meghalaya
11.76134,76.01979,975.7,47.56,64.28,107.73,4.27,62.0,51.61,85.54,55.6,1,moderate,Kerala
24.99718,93.92165,1139.4,54.85,39.85,72.58,6.52,55.86,59.31,88.18,47.27,1,moderate,Manipur
26.15964,91.77468,208.6,23.73,2.82,48.65,0.21,33.03,22.33,76.59,18.52,0,low,Assam
26.22274,91.71462,50.0,22.6,144.0,619.38,53.24,97.2,93.92,62.41,100.0,3,critical,Assam
25.54318,91.75617,2030.2,34.61,49.41,112.59,5.72,46.65,67.65,81.39,53.21,1,moderate,Meghalaya
24.71789,93.84985,797.9,44.53,91.53,285.0,13.89,85.81,76.84,74.86,78.23,2,high,Manipur
26.10397,91.69168,120.9,36.03,139.59,238.36,24.97,77.29,72.97,53.2,77.18,2,high,Assam
25.29227,91.68926,1303.0,43.32,50.39,84.22,8.04,75.0,53.96,88.17,56.85,1,moderate,Meghalaya
30.79686,79.16743,3597.4,63.31,53.57,142.21,5.65,62.48,64.35,96.12,64.57,2,high,Uttarakhand
24.83113,94.01038,529.4,45.21,44.93,87.67,3.52,35.0,49.12,91.52,41.06,1,moderate,Manipur
25.39246,91.8275,1398.0,59.93,204.83,491.01,82.41,89.95,83.71,93.19,100.0,3,critical,Meghalaya
25.16131,91.64362,1126.7,47.19,176.5,417.25,40.99,82.0,96.12,87.21,100.0,3,critical,Meghalaya
25.28802,91.70044,1410.3,54.61,71.8,252.43,9.35,79.31,62.08,88.51,78.93,2,high,Meghalaya
25.57605,94.17039,1206.8,35.33,2.24,3.96,0.15,32.66,36.9,72.93,26.98,0,low,Nagaland
11.75857,76.06976,990.3,41.54,22.58,34.09,1.08,42.78,14.77,94.26,34.02,0,low,Kerala
25.93793,91.76934,51.0,38.68,155.89,313.24,18.07,85.66,68.8,62.83,86.37,3,critical,Assam
23.55485,93.42339,1791.9,41.02,68.53,141.16,4.58,56.13,42.19,72.47,47.85,1,moderate,Mizoram
26.96677,88.20242,2214.9,44.12,118.81,306.47,26.39,79.34,58.3,97.05,86.77,3,critical,West Bengal
30.89567,79.14047,3736.2,65.01,2.42,55.36,0.11,34.64,28.46,100.0,49.44,1,moderate,Uttarakhand
25.49243,91.83619,1764.1,43.93,62.69,123.71,8.0,57.52,61.11,87.6,57.51,1,moderate,Meghalaya
30.80265,78.97388,3882.2,75.0,2.49,14.27,0.11,42.96,14.02,99.34,53.69,1,moderate,Uttarakhand
23.50033,93.4042,1833.6,35.98,140.07,485.23,42.67,91.03,75.0,79.91,100.0,3,critical,Mizoram
31.13064,77.13882,1941.6,44.07,83.59,188.61,12.51,95.0,77.32,80.35,74.81,2,high,Himachal Pradesh
11.66173,76.13005,1118.9,42.49,4.37,9.68,0.32,32.91,30.9,95.63,29.93,0,low,Kerala
24.7861,94.05346,894.1,28.76,193.12,428.47,41.23,92.86,92.33,71.28,100.0,3,critical,Manipur
25.19393,91.75548,1281.2,42.94,128.92,272.35,15.1,75.39,59.62,93.51,78.6,2,high,Meghalaya
27.37443,88.67881,1706.9,45.31,59.22,102.85,3.97,53.66,65.08,87.55,53.71,1,moderate,Sikkim
27.01903,93.6803,583.0,45.4,97.5,295.36,22.24,91.67,67.9,52.3,77.54,2,high,Arunachal Pradesh
30.82108,79.05261,3690.1,62.9,8.25,9.16,0.59,34.32,14.78,86.45,43.14,1,moderate,Uttarakhand
25.55415,94.23472,1379.5,63.83,43.4,90.75,4.96,35.0,38.9,91.82,56.86,1,moderate,Nagaland
31.07882,77.23341,2403.8,42.39,153.19,404.37,20.57,74.8,71.89,88.59,93.3,3,critical,Himachal Pradesh
30.81758,78.98252,3607.8,56.24,30.58,57.9,4.84,51.1,50.74,98.57,53.99,1,moderate,Uttarakhand
25.69136,94.24319,1313.1,41.55,112.32,254.23,12.07,79.33,55.0,80.28,71.95,2,high,Nagaland
24.98343,94.02816,874.7,55.47,118.13,304.36,15.05,87.48,89.23,81.42,83.65,3,critical,Manipur
23.51384,93.26547,1783.6,49.23,107.77,308.48,14.41,86.63,78.28,77.79,83.54,3,critical,Mizoram
27.11804,93.77407,732.6,39.0,14.03,21.53,1.04,35.13,7.61,64.22,26.2,0,low,Arunachal Pradesh
25.76218,94.07426,1463.0,40.01,63.52,110.67,4.32,65.55,52.88,62.81,52.41,1,moderate,Nagaland
30.65247,79.01297,3639.4,41.61,272.26,582.14,48.14,99.0,88.14,95.58,100.0,3,critical,Uttarakhand
25.55154,91.89646,1973.7,47.48,45.99,141.26,2.89,65.36,52.65,87.5,53.95,1,moderate,Meghalaya
27.33435,88.67104,1422.2,65.22,65.4,121.0,7.98,63.87,65.9,93.2,75.5,2,high,Sikkim
30.98807,77.11411,2196.0,40.19,67.01,210.28,7.63,69.52,85.13,94.32,63.76,2,high,Himachal Pradesh
24.81227,93.89496,937.8,48.93,97.09,215.37,12.64,91.91,74.97,91.65,80.66,3,critical,Manipur
31.1278,77.16103,2217.6,53.24,74.28,288.41,7.7,77.17,78.7,90.24,76.68,2,high,Himachal Pradesh
23.34419,93.32371,1977.1,45.26,17.81,41.36,1.31,30.21,31.2,72.86,32.01,0,low,Mizoram
30.70565,79.09453,3581.9,60.8,147.07,304.01,16.34,95.0,81.96,92.63,100.0,3,critical,Uttarakhand
27.37076,88.52676,1431.4,65.81,208.11,416.3,40.96,91.86,90.56,93.64,100.0,3,critical,Sikkim
27.34176,88.50095,1693.1,36.17,55.87,122.84,4.56,56.84,54.42,94.55,46.85,1,moderate,Sikkim
30.77692,78.83588,3339.1,60.58,37.67,98.3,3.09,75.0,49.17,81.91,62.73,2,high,Uttarakhand
25.39276,91.81979,1361.0,52.35,275.35,577.91,60.48,89.03,92.11,92.03,100.0,3,critical,Meghalaya
26.14599,91.75188,50.0,36.26,92.88,342.55,13.39,72.81,57.59,70.57,69.98,2,high,Assam
27.06788,93.63023,715.2,31.48,63.32,221.71,6.71,74.4,71.36,45.27,51.17,1,moderate,Arunachal Pradesh
25.35563,91.83175,1413.4,44.89,50.07,115.19,4.24,60.8,53.81,91.55,54.15,1,moderate,Meghalaya
11.79323,76.15125,1101.8,35.01,10.07,52.21,0.98,71.73,54.44,92.18,42.87,1,moderate,Kerala
25.25388,91.72948,1519.8,53.35,122.46,358.32,14.39,83.32,75.84,86.13,96.03,3,critical,Meghalaya
30.80383,78.99816,3576.7,52.28,27.17,108.25,3.66,58.11,57.36,100.0,52.81,1,moderate,Uttarakhand
25.25503,91.80886,1608.1,68.72,13.15,16.26,0.59,33.26,26.35,96.64,52.59,1,moderate,Meghalaya
30.65272,79.01351,3801.4,48.26,23.54,69.71,2.02,49.45,34.81,91.6,38.39,0,low,Uttarakhand
27.1275,93.52828,861.6,30.12,177.22,286.75,22.94,80.02,76.11,65.59,83.72,3,critical,Arunachal Pradesh
27.05356,88.27716,2080.6,50.17,62.85,221.47,10.55,88.54,83.83,79.24,79.2,2,high,West Bengal
24.83425,93.95635,679.8,43.86,31.1,108.75,2.24,62.03,57.91,69.36,48.03,1,moderate,Manipur
25.27447,91.70523,1601.9,25.3,116.83,363.52,21.64,76.71,78.56,91.87,83.39,3,critical,Meghalaya
30.94955,77.13558,2330.2,32.94,32.82,76.72,4.93,66.07,49.95,91.44,47.36,1,moderate,Himachal Pradesh
26.97145,93.62272,879.3,46.65,13.84,27.7,0.71,23.1,26.34,70.39,28.42,0,low,Arunachal Pradesh
25.58737,94.08436,1239.6,38.5,25.78,42.29,1.13,24.86,39.81,82.73,32.88,0,low,Nagaland
25.26282,91.84521,1328.5,62.41,8.72,13.42,0.4,15.69,21.43,91.68,33.59,0,low,Meghalaya
24.9433,94.06503,657.5,31.2,14.62,15.37,0.92,32.58,27.43,89.83,22.87,0,low,Manipur
27.10249,93.68012,758.0,44.04,58.32,85.0,5.65,62.14,70.0,41.69,50.71,1,moderate,Arunachal Pradesh
25.5339,91.98975,1869.3,40.07,50.61,107.86,3.23,37.31,53.15,71.39,42.34,1,moderate,Meghalaya
27.23909,88.62853,1551.6,60.89,140.38,334.88,22.18,88.99,90.0,100.0,100.0,3,critical,Sikkim
24.96969,93.94979,638.4,34.28,55.26,125.77,4.94,53.61,43.22,93.78,41.91,1,moderate,Manipur
27.14154,88.22807,1984.9,33.34,48.7,73.91,3.39,59.6,55.84,89.8,46.18,1,moderate,West Bengal
24.75243,93.98184,831.4,45.04,6.76,12.12,0.52,23.19,30.01,85.12,31.19,0,low,Manipur
23.53947,93.19369,1626.8,46.25,12.84,15.37,0.74,30.79,21.18,70.05,25.69,0,low,Mizoram
27.08096,88.26229,2116.3,31.97,11.66,14.92,0.66,11.25,15.32,70.12,12.1,0,low,West Bengal
23.4533,93.22926,1514.3,31.27,274.24,605.26,72.24,85.32,87.92,78.14,100.0,3,critical,Mizoram
24.77528,93.94335,953.6,45.8,51.72,105.76,6.05,71.05,51.88,71.79,56.5,1,moderate,Manipur
30.77955,79.15028,3562.6,63.43,11.8,21.36,0.59,29.38,29.32,91.76,42.71,1,moderate,Uttarakhand
25.42602,91.853,1915.7,54.7,124.98,310.25,20.29,81.2,63.9,88.2,91.91,3,critical,Meghalaya
27.12678,93.60748,468.3,43.66,0.71,6.53,0.04,20.33,16.2,43.4,22.17,0,low,Arunachal Pradesh
25.22859,91.7479,1427.5,57.51,104.07,337.03,14.07,70.95,80.84,100.0,87.92,3,critical,Meghalaya
23.30948,93.37459,1672.2,40.26,132.99,366.98,17.79,74.42,76.37,59.61,85.0,3,critical,Mizoram
25.73363,94.16496,1418.2,42.59,39.6,112.92,3.99,68.49,51.2,87.34,50.09,1,moderate,Nagaland
27.04077,88.36786,2002.1,45.01,234.66,502.96,52.07,91.5,89.72,92.42,100.0,3,critical,West Bengal
30.76609,79.12817,3577.2,35.46,21.93,34.05,1.32,10.0,15.51,100.0,27.48,0,low,Uttarakhand
31.08821,77.08461,2407.9,48.07,31.58,80.3,1.93,26.07,26.45,68.15,38.72,0,low,Himachal Pradesh
25.58503,91.85898,2078.0,32.61,294.15,596.18,68.77,99.0,93.58,82.15,100.0,3,critical,Meghalaya
11.69005,76.07656,1283.9,61.09,0.48,43.48,0.03,28.98,12.81,84.85,34.65,0,low,Kerala
27.1262,93.55098,768.8,51.68,24.3,62.29,2.41,35.0,66.15,49.26,40.18,1,moderate,Arunachal Pradesh
25.60123,91.95587,2035.8,26.46,85.33,312.13,11.31,77.83,78.42,83.76,65.29,2,high,Meghalaya
25.6826,94.02952,1468.1,56.72,9.95,10.06,0.59,33.22,38.75,80.09,35.68,0,low,Nagaland
24.94543,93.79402,659.3,37.65,141.33,277.52,19.2,87.92,58.36,82.19,85.94,3,critical,Manipur
27.06207,88.19886,2178.6,53.31,199.24,456.65,41.37,87.54,88.65,87.38,100.0,3,critical,West Bengal
11.68417,76.21667,944.2,64.11,230.12,645.07,49.29,89.96,87.13,87.76,100.0,3,critical,Kerala
11.57496,76.04569,966.8,53.07,115.11,307.54,12.0,75.98,90.0,100.0,91.43,3,critical,Kerala
27.0283,88.29709,2115.7,49.94,12.01,12.87,0.84,47.06,23.05,90.06,35.86,0,low,West Bengal
11.52266,76.06939,1249.5,41.63,91.81,251.68,11.94,66.69,72.02,97.53,69.91,2,high,Kerala
25.64322,94.03492,1415.5,38.15,101.83,291.86,10.48,65.0,76.71,82.21,70.04,2,high,Nagaland
25.33052,91.57688,1528.9,41.57,41.28,82.49,2.74,68.89,48.42,94.46,49.86,1,moderate,Meghalaya
25.11506,91.66909,1298.3,48.8,2.09,5.14,0.16,44.97,34.2,95.85,37.77,0,low,Meghalaya
31.03773,77.23448,2278.3,51.52,172.93,465.21,48.24,96.02,95.97,89.97,100.0,3,critical,Himachal Pradesh
31.03173,77.10278,2099.7,50.14,10.75,43.59,0.47,34.2,15.62,98.27,37.63,0,low,Himachal Pradesh
25.62126,94.2053,1439.5,34.42,85.8,222.87,9.75,76.9,62.69,96.48,63.63,2,high,Nagaland
25.35181,91.92518,1637.6,52.51,258.4,563.24,45.27,93.96,82.72,96.76,100.0,3,critical,Meghalaya
23.64749,93.36619,1754.1,36.69,15.18,121.31,1.06,49.06,30.0,67.36,35.97,0,low,Mizoram
30.78313,79.1655,3380.6,50.08,4.1,33.82,0.19,40.81,24.53,100.0,45.1,1,moderate,Uttarakhand
30.71972,79.08836,3459.5,62.04,56.53,144.16,4.25,51.72,48.28,87.74,64.37,2,high,Uttarakhand
25.68594,94.10446,1603.6,42.68,39.54,87.17,4.24,37.01,46.38,62.15,43.92,1,moderate,Nagaland
24.95044,93.75976,785.7,36.85,86.26,248.49,12.1,76.51,56.66,66.67,67.24,2,high,Manipur
27.02537,93.63424,1030.8,33.28,42.88,75.48,3.85,59.75,42.99,66.55,38.44,0,low,Arunachal Pradesh
26.1448,91.70916,237.5,33.85,23.57,23.81,1.48,46.71,26.32,60.45,30.69,0,low,Assam
27.24763,88.49815,2039.6,42.96,135.51,347.95,29.97,87.5,75.61,84.85,93.04,3,critical,Sikkim
26.09355,91.80211,105.7,24.62,0.0,86.39,0.0,54.22,33.57,64.21,28.03,0,low,Assam
27.00776,93.61482,712.6,35.85,16.82,20.19,0.8,16.88,8.83,52.73,12.62,0,low,Arunachal Pradesh
30.76369,78.9541,3696.0,60.87,24.08,39.79,1.42,41.66,16.48,100.0,41.78,1,moderate,Uttarakhand
24.65019,93.8646,546.1,40.52,55.95,90.03,4.32,46.1,49.06,72.79,41.26,1,moderate,Manipur
31.10175,77.29957,2212.5,53.63,4.59,17.99,0.2,33.89,25.6,94.83,40.0,1,moderate,Himachal Pradesh
26.05991,91.85803,331.5,30.73,44.94,133.91,3.72,61.2,62.78,84.27,48.58,1,moderate,Assam
11.59407,76.22053,1050.7,41.94,129.26,379.07,17.89,76.78,80.66,100.0,90.49,3,critical,Kerala
26.19031,91.72604,251.2,32.42,31.26,79.9,2.02,47.46,69.83,72.26,45.22,1,moderate,Assam
31.0704,77.08545,2183.9,52.73,120.82,311.08,16.27,95.0,68.83,87.61,96.25,3,critical,Himachal Pradesh
11.66547,76.14136,974.2,59.11,62.65,156.04,4.59,69.88,54.88,97.51,71.89,2,high,Kerala
25.33601,91.66063,1331.3,45.57,95.42,316.52,10.2,74.69,83.51,81.23,77.3,2,high,Meghalaya
26.25073,91.69495,290.9,32.55,85.89,268.75,9.07,67.48,62.72,71.4,62.45,2,high,Assam
25.65306,93.89498,1209.4,48.38,32.02,65.92,3.22,55.03,35.01,66.2,41.51,1,moderate,Nagaland
26.18552,91.61695,386.7,44.64,7.78,17.05,0.49,22.13,23.93,66.04,27.27,0,low,Assam
25.51695,91.90448,1944.0,41.55,2.64,37.39,0.12,43.45,41.97,81.98,36.55,0,low,Meghalaya
25.69016,94.08894,1325.4,48.58,34.65,78.04,2.36,66.17,48.14,74.48,49.16,1,moderate,Nagaland
30.64208,79.07128,3255.7,55.95,8.75,48.32,0.53,35.63,28.34,95.63,39.39,0,low,Uttarakhand
25.33084,91.59056,1338.9,60.55,148.16,260.89,27.18,77.64,85.1,100.0,98.91,3,critical,Meghalaya
11.61304,76.16122,899.1,42.05,190.26,509.22,32.96,92.67,97.58,91.78,100.0,3,critical,Kerala
25.36529,91.66451,1593.8,43.62,55.86,158.15,6.7,59.5,45.9,81.31,56.69,1,moderate,Meghalaya
24.95192,93.88273,932.7,58.9,38.94,106.41,5.26,62.21,45.26,94.52,60.54,2,high,Manipur
30.61954,79.12682,3613.8,65.37,112.16,314.94,14.59,86.39,64.1,100.0,92.2,3,critical,Uttarakhand
25.23278,91.72152,1826.7,35.98,52.02,104.78,3.73,58.36,56.22,94.03,47.02,1,moderate,Meghalaya
25.69019,94.06676,1402.6,49.67,46.82,87.18,3.76,46.01,62.46,74.54,51.49,1,moderate,Nagaland
31.13148,77.20724,2238.7,54.41,44.34,105.82,5.73,59.08,69.22,73.15,57.03,1,moderate,Himachal Pradesh
30.64922,78.99003,3832.7,62.06,0.92,8.25,0.05,17.47,17.28,88.8,42.72,1,moderate,Uttarakhand
23.39437,93.4055,1571.4,32.04,13.73,26.29,0.8,31.81,24.95,84.27,27.89,0,low,Mizoram
31.16926,77.20045,2223.4,42.92,25.96,33.81,1.33,29.14,22.98,100.0,27.66,0,low,Himachal Pradesh
25.75189,94.01009,1526.2,45.36,43.46,86.91,4.83,59.78,49.61,73.52,46.64,1,moderate,Nagaland
25.73461,94.07526,1717.3,49.46,87.71,233.38,18.81,76.02,64.35,82.24,78.47,2,high,Nagaland
26.94355,93.68004,666.0,35.04,41.34,107.07,4.9,75.0,45.04,55.01,47.87,1,moderate,Arunachal Pradesh
25.79086,94.11181,1353.9,34.59,50.65,123.19,6.0,61.44,43.14,66.48,46.76,1,moderate,Nagaland
25.54972,91.89512,1947.0,42.07,33.73,72.7,4.83,35.0,51.03,80.31,38.9,0,low,Meghalaya
27.28685,88.68492,1314.0,40.46,166.54,372.32,37.44,80.59,63.03,88.14,100.0,3,critical,Sikkim
26.26498,91.7174,156.3,37.19,0.57,17.48,0.03,24.24,28.8,82.7,28.73,0,low,Assam
24.83068,93.9944,936.3,43.96,101.5,309.11,22.66,89.36,78.01,94.22,87.24,3,critical,Manipur
23.37143,93.37433,1544.7,35.02,54.3,101.43,6.5,44.24,54.01,67.17,48.41,1,moderate,Mizoram
31.12923,77.18325,2329.3,46.54,87.18,238.98,10.64,92.82,77.7,90.02,85.87,3,critical,Himachal Pradesh
24.81855,94.04068,877.6,53.59,0.48,48.33,0.03,28.83,31.14,77.21,40.82,1,moderate,Manipur
25.47085,91.99716,1848.4,24.7,28.43,97.15,2.35,62.19,37.91,88.67,37.46,0,low,Meghalaya
25.73658,94.09622,1333.5,45.83,5.51,11.5,0.25,15.46,27.63,81.38,25.83,0,low,Nagaland
25.73133,94.11483,1421.1,46.02,113.73,290.43,21.08,89.96,59.94,77.64,87.23,3,critical,Nagaland
24.76589,93.97427,792.6,44.57,54.46,138.35,8.65,46.82,45.16,83.99,51.3,1,moderate,Manipur
11.53684,76.17898,853.4,44.78,61.58,113.29,5.05,36.18,48.0,96.9,46.6,1,moderate,Kerala
27.52534,88.57255,1762.0,51.72,178.51,509.52,37.76,88.45,98.0,82.58,100.0,3,critical,Sikkim
25.58081,91.81805,2005.3,40.09,72.28,130.93,7.43,69.3,70.0,81.72,57.45,1,moderate,Meghalaya
30.72972,79.01097,3432.8,63.38,137.26,368.83,20.05,90.37,64.4,100.0,100.0,3,critical,Uttarakhand
24.77872,93.84853,869.1,25.26,48.34,175.72,8.61,81.42,90.0,75.14,59.06,1,moderate,Manipur
24.89895,93.87879,674.5,51.41,56.7,133.48,4.61,75.0,39.27,83.29,61.59,2,high,Manipur
30.66547,78.97204,3725.2,58.15,55.46,123.34,7.88,75.0,45.16,97.6,70.83,2,high,Uttarakhand
26.2566,91.7849,306.1,26.74,51.44,117.1,3.45,58.69,49.18,67.39,43.58,1,moderate,Assam
27.09954,93.72545,760.5,18.63,202.73,338.75,32.02,81.36,70.19,48.16,86.05,3,critical,Arunachal Pradesh
11.74019,76.16514,985.9,64.69,147.78,298.94,14.88,92.05,68.23,88.38,100.0,3,critical,Kerala
25.65399,94.17118,1521.0,48.11,157.11,408.66,28.33,71.61,60.95,78.32,93.79,3,critical,Nagaland
23.33966,93.212,1812.7,52.23,56.12,115.8,7.07,73.09,44.23,73.91,61.19,2,high,Mizoram
24.8228,93.86553,884.7,54.41,0.48,8.83,0.03,21.05,25.42,74.14,32.02,0,low,Manipur
25.61876,94.13359,1492.6,55.1,1.39,13.84,0.11,50.0,26.85,81.58,40.91,1,moderate,Nagaland
25.58953,91.83996,1862.6,52.15,128.82,235.24,16.24,82.29,63.12,81.02,85.35,3,critical,Meghalaya
31.13809,77.09004,2428.9,52.13,33.26,93.87,4.64,44.42,48.35,87.14,51.08,1,moderate,Himachal Pradesh
24.80219,93.89592,672.7,38.86,14.23,30.77,1.0,45.81,32.22,84.63,37.32,0,low,Manipur
26.06179,91.81231,50.0,33.88,11.64,33.49,0.8,33.42,17.91,74.88,25.97,0,low,Assam
26.99077,93.69098,710.7,39.7,47.36,112.06,5.02,60.95,30.0,62.06,44.41,1,moderate,Arunachal Pradesh
31.01349,77.14938,2231.9,55.01,7.55,10.04,0.45,41.5,19.54,96.42,41.67,1,moderate,Himachal Pradesh
25.08437,91.79261,1426.4,57.62,24.7,191.13,4.12,89.33,90.0,83.24,72.33,2,high,Meghalaya
25.32937,91.75394,1625.3,60.49,13.37,24.14,0.66,22.47,22.08,92.26,40.94,1,moderate,Meghalaya
30.60538,79.09453,3597.7,50.4,32.99,105.42,4.6,37.83,47.14,100.0,53.08,1,moderate,Uttarakhand
24.70129,93.75965,454.6,60.69,1.24,38.81,0.1,45.25,27.45,81.49,45.8,1,moderate,Manipur
27.10937,93.53242,652.4,39.73,1.86,34.89,0.13,19.84,18.09,63.79,17.96,0,low,Arunachal Pradesh
25.5084,91.89472,2174.6,53.31,47.09,129.53,3.06,60.15,46.77,84.77,60.48,2,high,Meghalaya
27.2062,88.57157,1706.9,47.74,4.7,6.48,0.28,37.4,22.61,89.16,37.43,0,low,Sikkim
27.35046,88.66001,1944.2,38.72,253.44,470.7,55.59,88.97,98.0,95.61,100.0,3,critical,Sikkim
25.70891,94.01954,1320.9,50.31,104.53,329.99,24.4,65.0,72.98,72.59,83.24,3,critical,Nagaland
30.7465,78.9712,3431.7,63.68,0.23,4.13,0.01,27.11,29.23,100.0,40.89,1,moderate,Uttarakhand
26.04806,91.81251,168.3,28.75,36.14,98.92,5.36,57.32,32.79,75.53,36.42,0,low,Assam
26.20427,91.5983,302.9,27.76,48.73,98.23,4.37,39.01,66.42,61.17,36.67,0,low,Assam
26.17527,91.74164,172.9,38.43,49.0,116.76,5.0,54.41,54.02,77.05,47.41,1,moderate,Assam
27.27031,93.70239,755.6,37.76,131.8,346.66,16.8,79.41,65.21,54.33,78.76,2,high,Arunachal Pradesh
31.02903,77.14486,2315.1,52.61,52.22,190.49,10.54,89.54,90.0,100.0,75.66,2,high,Himachal Pradesh
